region,Temp_C,Rain (mm),Humid,Price_F,month,dayofweek,heat_index
11,20.9,141.4,75.5,355.21,5,5,1577.9499999999998
12,31.5,83.5,57.6,142.94,5,5,1814.4
13,22.8,238.3,72.4,463.27,5,5,1650.7200000000003
19,34.8,293.1,70.1,243.24,5,5,2439.4799999999996
15,35.8,361.8,64.8,428.08,5,5,2319.8399999999997
19,35.4,304.6,92.2,151.84,5,5,3263.88
17,23.9,47.7,62.1,434.88,5,5,1484.19
20,22.8,28.1,60.9,307.57,5,5,1388.52
21,22.7,67.7,60.4,370.3,5,6,1371.08
22,28.0,140.1,63.1,285.36,5,6,1766.8
1,28.3,7.7,83.7,223.0,6,4,2368.71
2,29.9,134.8,56.4,88.11,6,4,1686.36
3,28.0,334.7,50.7,378.88,6,4,1419.6000000000001
4,22.9,146.2,56.8,295.04,6,4,1300.7199999999998
6,20.7,24.6,73.8,457.61,6,4,1527.6599999999999
7,21.7,273.0,64.0,449.37,6,4,1388.8
9,35.3,106.4,63.1,474.44,6,4,2227.43
10,34.3,14.0,90.0,316.41,6,4,3086.9999999999995
11,36.8,305.1,87.1,220.51,6,4,3205.2799999999997
13,29.7,202.8,60.6,177.84,6,4,1799.82
16,20.3,250.3,57.4,317.84,6,4,1165.22
18,35.0,230.7,77.5,241.23,6,4,2712.5
20,24.7,208.5,76.6,344.77,6,4,1892.0199999999998
21,36.9,15.4,62.4,185.44,6,4,2302.56
19,20.5,137.3,77.3,109.15,6,4,1584.6499999999999
23,23.5,311.9,55.5,236.89,6,5,1304.25
24,34.6,5.9,81.4,392.25,6,5,2816.4400000000005
0,34.4,384.0,69.3,304.75,6,4,2383.9199999999996
1,33.0,21.7,63.5,127.67,6,4,2095.5
2,35.7,121.8,73.5,131.39,6,4,2623.9500000000003
3,30.5,243.7,52.7,198.08,6,4,1607.3500000000001
4,35.4,3.2,93.1,299.36,6,4,3295.74
5,22.6,198.9,85.1,419.56,6,4,1923.26
6,37.0,16.3,76.3,265.13,6,4,2823.1
19,26.8,190.5,73.8,262.54,6,4,2086.13
19,26.0,115.5,60.7,270.07,6,4,1578.2
10,37.2,164.4,84.6,376.06,6,4,3147.12
11,22.6,41.9,93.8,288.01,6,4,2119.88
13,29.5,398.9,91.1,395.76,6,4,2687.45
19,22.3,327.3,88.8,234.88,6,4,1980.24
15,31.7,398.3,69.7,185.89,6,4,2209.4900000000002
16,31.0,179.8,85.4,349.05,6,4,2647.4
19,33.0,215.5,94.0,369.88,6,4,3102.0
18,28.2,86.3,59.4,207.75,6,4,1675.08
21,37.2,327.4,64.4,397.77,6,4,2395.6800000000003
22,23.4,318.0,73.8,432.28,6,4,2086.13
23,26.8,197.1,51.9,360.9,6,4,1390.92
24,34.1,292.7,94.5,451.46,6,4,3222.4500000000003
0,23.3,146.8,56.5,164.78,6,2,1316.45
1,32.7,101.6,85.2,83.22,6,3,2786.0400000000004
2,20.3,291.1,51.0,486.02,6,3,1035.3
4,22.2,254.8,86.3,254.13,6,3,1915.86
5,23.2,117.6,73.8,312.42,6,3,2086.13
19,30.5,44.3,59.7,131.9,6,3,1820.8500000000001
9,37.5,168.5,60.1,171.3,6,3,2253.75
11,21.6,70.7,86.3,111.29,6,3,1864.0800000000002
12,21.5,357.5,85.8,204.78,6,3,1844.7
13,34.6,173.0,84.8,423.41,6,3,2934.08
14,37.6,269.8,57.4,276.13,6,3,2158.2400000000002
15,27.6,251.9,52.2,334.16,6,3,1440.7200000000003
20,21.5,323.9,76.7,161.53,6,3,1649.05
19,26.8,335.5,60.1,287.76,6,3,1610.68
24,30.5,21.6,75.1,278.6,6,3,2290.5499999999997
25,22.5,48.0,53.1,105.2,6,3,1194.75
0,37.4,9.3,53.9,184.13,6,1,2015.86
1,25.3,193.1,59.9,313.37,6,1,1515.47
19,22.7,171.8,91.9,177.66,6,2,2086.13
4,34.4,262.1,70.6,186.4,6,2,2428.64
5,29.8,67.2,55.2,126.63,6,2,1644.96
6,24.5,309.2,73.8,321.61,6,2,2086.13
7,30.0,202.1,84.7,468.18,6,2,2541.0
19,32.4,171.8,56.9,202.14,6,2,1843.56
12,24.5,21.3,70.6,334.84,6,2,1729.6999999999998
13,29.4,0.9,88.3,117.93,6,2,2086.13
14,29.7,281.2,87.8,393.32,6,2,2607.66
17,26.3,125.0,52.1,453.7,6,2,1370.23
19,23.6,110.4,66.9,232.61,6,2,1578.8400000000001
20,29.6,58.6,93.1,302.18,6,2,2755.7599999999998
21,35.0,9.5,93.2,384.91,6,2,3262.0
22,23.7,44.2,64.5,418.94,6,2,1528.6499999999999
23,32.7,54.7,50.2,159.12,6,2,1641.5400000000002
19,36.3,131.1,92.9,400.91,6,2,3372.27
25,32.2,152.9,64.9,92.46,6,2,2089.78
19,26.3,246.0,76.5,86.45,6,0,2011.95
1,25.4,81.5,91.5,199.2,6,0,2324.1
3,34.4,107.1,68.6,111.65,6,0,2359.8399999999997
4,25.8,341.0,52.4,436.35,6,1,1351.92
5,24.9,353.7,81.0,464.3,6,1,2016.8999999999999
6,34.4,399.0,75.6,96.74,6,1,2600.64
8,27.4,157.2,73.8,161.22,6,1,2086.13
9,36.5,113.9,57.5,303.14,6,1,2098.75
11,34.6,7.6,93.7,234.26,6,1,3242.0200000000004
12,30.2,148.2,92.4,224.94,6,1,2790.48
14,34.7,316.5,62.2,207.28,6,1,2158.34
15,27.9,130.6,73.8,439.06,6,1,2086.13
17,22.2,243.0,54.2,356.62,6,1,1203.24
20,33.9,171.8,82.6,361.69,6,1,2800.14
21,36.0,224.5,80.9,229.04,6,1,2912.4
23,23.0,350.0,59.0,235.94,6,1,1357.0
24,22.5,290.7,59.3,278.01,6,1,1334.25
0,25.2,198.9,81.4,373.07,7,6,2051.28
4,33.9,383.7,68.7,374.5,7,6,2328.93
5,25.9,391.6,79.2,223.67,7,6,2051.2799999999997
6,32.4,387.7,83.5,145.89,7,0,2705.4
9,25.0,165.4,75.2,134.27,7,0,1880.0
10,30.4,171.8,69.1,209.85,7,0,2100.64
19,35.7,293.4,89.2,319.37,7,0,3184.4400000000005
19,23.4,383.3,93.4,125.81,7,0,2185.56
14,30.5,355.5,54.5,340.45,7,0,1662.25
15,28.0,39.7,77.8,327.25,7,0,2178.4
16,29.7,103.9,70.9,301.55,7,0,2105.73
20,30.5,351.7,67.9,142.92,7,0,2070.9500000000003
21,36.0,303.9,89.9,360.41,7,0,3236.4
22,20.2,300.7,73.8,333.04,7,0,2086.13
23,26.9,260.3,80.4,146.65,7,0,2162.76
24,21.7,262.4,82.9,248.97,7,0,1798.93
0,20.4,358.1,81.8,193.52,7,5,1668.7199999999998
1,29.4,333.7,50.7,328.96,7,5,2086.13
3,28.6,328.4,58.7,179.01,7,5,1678.8200000000002
7,29.4,345.5,58.3,387.64,7,5,2086.13
10,22.1,171.8,81.6,342.93,7,6,1803.36
13,21.1,71.9,73.2,93.58,7,6,1544.5200000000002
14,22.3,299.8,63.7,355.97,7,6,1420.5100000000002
15,34.2,15.8,88.4,236.18,7,6,3023.2800000000007
16,27.3,290.0,57.5,252.34,7,6,1569.75
17,37.6,196.8,59.3,123.91,7,6,2229.68
18,30.5,381.0,66.2,273.56,7,6,2019.1000000000001
20,24.1,215.6,81.1,154.3,7,6,1954.51
21,34.1,361.4,74.4,240.89,7,6,2537.0400000000004
24,36.1,171.1,92.7,206.03,7,6,3346.4700000000003
25,27.5,117.3,61.9,93.04,7,6,1702.25
0,25.0,188.0,81.2,266.93,7,4,2030.0
19,22.3,153.0,83.6,428.83,7,4,1864.28
3,35.9,107.2,50.3,468.31,7,4,1805.7699999999998
4,29.5,287.7,68.5,222.96,7,4,2020.75
5,37.9,98.2,73.8,191.99,7,4,2086.13
6,24.8,21.1,93.7,243.41,7,4,2323.76
7,30.9,321.6,71.0,420.92,7,4,2193.9
8,29.5,208.7,57.4,226.15,7,4,1693.3
10,20.1,99.6,86.1,486.46,7,5,1730.61
13,24.5,28.9,60.2,216.88,7,5,1474.9
15,33.3,23.4,72.8,294.18,7,5,2424.24
19,36.0,183.7,81.3,348.83,7,5,2926.7999999999997
19,30.6,13.4,56.4,452.59,7,5,1725.8400000000001
18,26.0,171.6,85.8,236.32,7,5,2230.7999999999997
21,33.8,155.3,64.3,120.77,7,5,2173.3399999999997
22,23.5,40.5,79.5,127.61,7,5,1868.25
19,32.4,171.8,52.6,246.45,7,5,1704.24
24,27.6,106.9,91.7,160.8,7,5,2530.92
25,27.6,254.2,63.2,393.98,7,5,1744.3200000000002
0,20.1,49.7,82.6,407.47,7,3,1660.26
1,30.2,397.1,63.8,296.32,7,3,1926.7599999999998
2,20.8,74.5,55.3,143.12,7,3,1150.24
4,29.4,12.6,73.8,286.03,7,3,2086.13
5,21.6,102.4,90.1,271.07,7,3,1946.16
6,29.4,15.5,60.2,100.18,7,3,2086.13
7,26.4,166.5,65.6,289.41,7,3,1731.8399999999997
8,21.9,362.4,79.9,378.04,7,3,1749.81
9,29.4,4.3,71.7,183.52,7,3,2107.98
10,24.9,58.1,78.7,163.96,7,3,1959.6299999999999
11,23.0,140.8,70.2,327.53,7,3,1614.6000000000001
12,35.2,159.5,56.8,212.04,7,4,1999.3600000000001
13,30.3,104.4,73.8,385.66,7,4,2086.13
14,20.3,55.0,77.3,486.13,7,4,1569.19
15,31.9,192.2,81.0,116.95,7,4,2583.9
17,36.4,364.5,82.7,462.51,7,4,3010.28
20,37.5,377.1,54.7,312.91,7,4,2051.25
19,29.7,58.5,81.9,327.08,7,4,2432.4300000000003
22,34.0,18.4,84.2,115.75,7,4,2862.8
23,37.1,230.7,86.5,110.21,7,4,3209.15
24,33.6,16.8,73.8,375.9,7,4,2086.13
19,24.3,381.0,87.5,193.33,7,4,2126.25
0,35.5,43.0,83.0,383.0,7,2,2946.5
2,33.9,181.6,69.5,93.27,7,2,2356.0499999999997
3,34.9,320.3,73.8,314.76,7,2,2086.13
5,36.1,101.1,87.8,250.92,7,2,3169.58
6,23.3,99.3,87.6,210.74,7,2,2041.08
11,26.2,287.9,63.6,303.69,7,2,1666.32
13,21.1,73.4,63.5,206.6,7,2,1339.8500000000001
14,30.9,138.7,75.8,243.41,7,3,2342.22
15,20.2,57.6,52.8,430.18,7,3,1066.56
18,32.7,23.6,73.8,165.24,7,3,2086.13
20,21.1,210.2,81.1,409.5,7,3,1711.21
21,34.6,315.8,77.0,419.27,7,3,2664.2000000000003
23,22.9,386.3,55.4,101.27,7,3,1268.6599999999999
24,25.4,28.1,71.2,411.15,7,3,1808.48
25,26.2,219.4,85.0,420.54,7,3,2227.0
0,25.0,396.2,78.7,223.62,8,1,1967.5
1,31.8,300.4,82.7,393.34,8,1,2629.86
2,33.6,134.9,74.5,392.5,8,1,2503.2000000000003
4,30.1,363.9,92.9,439.78,8,1,2796.2900000000004
5,37.1,226.8,69.9,282.13,8,1,2593.2900000000004
6,37.4,205.7,58.1,303.79,8,1,2172.94
7,37.7,120.8,90.2,279.19,8,1,3400.5400000000004
8,33.7,23.0,63.7,212.53,8,1,2146.69
9,35.3,79.3,74.6,159.08,8,1,2633.3799999999997
10,25.2,29.9,62.1,451.21,8,1,1564.92
12,35.4,28.7,73.8,384.27,8,1,2086.13
13,20.4,63.6,72.8,151.24,8,1,1485.12
14,23.2,21.7,61.8,335.14,8,1,1433.76
15,27.9,27.4,50.7,449.53,8,1,1414.53
18,31.1,262.0,54.2,427.53,8,2,1685.6200000000001
20,31.7,110.6,68.7,445.19,8,2,2177.79
21,25.9,53.7,82.2,198.76,8,2,2128.98
22,36.4,93.0,79.2,121.8,8,2,2882.88
23,35.4,152.8,83.4,209.44,8,2,2952.36
24,32.4,164.0,88.6,95.52,8,2,2870.64
25,25.1,279.3,69.1,163.56,8,2,1734.4099999999999
0,32.9,53.0,73.9,396.57,8,0,2431.31
1,27.7,210.3,88.0,411.15,8,0,2437.6
2,27.3,138.3,57.8,299.72,8,0,1577.94
3,36.1,26.2,60.7,244.48,8,0,2191.27
19,26.3,103.9,90.1,247.66,8,0,2369.63
7,27.5,181.3,53.3,193.82,8,0,1465.75
9,24.2,330.1,88.6,382.69,8,0,2144.12
10,34.8,171.8,84.0,283.97,8,0,2923.2
13,33.0,33.1,91.7,203.01,8,0,3026.1
15,20.9,254.0,73.0,357.02,8,0,1525.6999999999998
18,29.7,265.3,67.6,346.72,8,1,2007.7199999999998
20,33.7,217.6,88.7,476.19,8,1,2989.1900000000005
21,36.0,167.4,65.8,88.82,8,1,2368.7999999999997
22,21.6,374.6,59.4,314.99,8,1,1283.04
23,29.4,376.8,69.1,148.88,8,1,2086.13
24,37.6,300.7,90.2,155.7,8,1,3391.5200000000004
25,27.9,378.7,89.2,408.95,8,1,2488.68
0,20.2,153.0,61.6,240.12,8,6,1244.32
2,25.6,198.4,50.3,439.53,8,6,1287.68
3,29.4,313.1,67.5,275.63,8,6,2086.13
4,23.4,64.5,53.0,336.31,8,6,1240.1999999999998
5,26.6,26.6,88.8,448.67,8,6,2362.08
6,37.2,362.3,80.0,194.84,8,6,2976.0
7,33.3,222.0,79.3,173.37,8,6,2640.6899999999996
8,33.7,379.3,89.5,159.04,8,6,3016.15
10,23.0,325.5,70.0,318.03,8,6,1610.0
12,29.4,161.5,81.6,371.56,8,6,2399.0399999999995
13,36.6,388.1,80.4,271.88,8,6,2942.6400000000003
14,24.6,56.2,83.1,376.8,8,6,2044.26
15,29.8,345.0,86.2,205.19,8,6,2568.76
16,29.4,151.5,51.1,296.38,8,6,2086.13
17,26.1,18.1,80.6,450.99,8,6,2103.66
18,32.7,303.5,74.4,264.25,8,6,2432.8800000000006
20,29.4,177.6,70.2,86.36,8,6,2086.13
21,28.1,13.2,75.6,123.66,8,0,2124.36
22,27.0,262.8,61.2,456.13,8,0,1652.4
23,26.8,158.9,86.1,464.19,8,0,2307.48
24,23.4,195.4,64.2,81.29,8,0,1502.28
25,25.1,364.0,70.9,93.45,8,0,1779.5900000000001
19,36.2,276.2,75.4,207.4,8,5,2729.4800000000005
1,26.4,171.8,56.5,267.81,8,5,1491.6
19,33.5,245.4,93.3,311.46,8,5,3125.5499999999997
3,29.5,178.7,92.7,449.95,8,5,2734.65
19,27.3,55.6,60.8,469.65,8,5,1659.84
6,34.5,294.7,51.6,429.28,8,5,1780.2
7,36.7,200.6,86.4,292.76,8,5,3170.8800000000006
8,31.5,365.7,51.4,363.18,8,5,1619.1
9,29.9,119.0,51.7,361.25,8,5,1545.83
10,35.8,8.0,80.6,196.57,8,5,2885.4799999999996
11,30.7,361.4,61.6,183.83,8,5,1891.12
14,28.1,240.8,55.3,431.55,8,5,1553.93
15,21.1,182.2,64.3,428.98,8,5,1356.73
16,29.7,14.9,76.4,330.48,8,5,2269.08
17,34.6,117.2,69.8,100.57,8,5,2415.08
18,25.6,261.6,86.1,427.63,8,5,2204.16
22,37.5,288.6,75.6,135.66,8,5,2835.0
19,31.0,327.8,83.1,329.73,8,6,2576.1
24,36.9,368.6,83.3,456.68,8,6,3073.77
0,29.0,33.3,79.6,401.96,8,4,2308.3999999999996
1,28.5,1.8,71.4,134.13,8,4,2034.9
4,21.9,217.8,54.4,116.36,8,4,1191.36
5,24.2,346.6,85.6,286.25,8,4,2071.52
6,34.6,32.8,82.3,409.64,8,4,2847.58
8,28.1,267.6,52.0,308.88,8,4,1461.2
9,32.5,145.5,59.1,118.42,8,4,1920.75
10,27.2,111.0,56.3,461.68,8,4,1531.36
11,36.8,50.3,68.7,291.75,8,4,2528.16
14,28.9,59.6,85.6,448.65,8,4,2473.8399999999997
15,23.3,262.0,77.7,291.82,8,4,1810.41
16,35.2,110.8,75.1,106.34,8,4,2643.52
17,20.8,54.8,62.8,150.49,8,4,1306.24
18,20.2,117.1,58.1,103.01,8,4,1173.62
21,32.3,17.5,57.7,211.72,8,4,1863.71
22,27.0,129.1,62.1,130.07,8,4,1676.7
25,33.1,24.9,73.8,277.7,8,5,2086.13
1,25.6,236.4,72.6,239.85,9,3,1858.56
2,29.7,222.5,50.3,201.84,9,3,1493.9099999999999
3,33.5,361.0,69.0,374.46,9,3,2311.5
8,21.0,365.0,89.6,256.3,9,3,1881.6
10,29.3,68.6,54.3,441.92,9,3,1590.99
19,24.6,237.5,78.8,288.3,9,3,1938.48
13,26.6,180.6,79.7,230.05,9,3,2120.02
16,30.6,310.5,52.6,112.97,9,3,1609.5600000000002
17,23.5,281.4,52.1,403.4,9,3,1224.3500000000001
21,37.8,32.3,91.3,181.78,9,3,3451.1399999999994
22,35.2,73.8,87.6,320.41,9,3,3083.52
24,28.4,333.8,88.8,120.11,9,3,2521.9199999999996
25,33.8,44.4,50.8,221.21,9,3,1717.0399999999997
1,25.2,84.6,75.7,95.05,9,2,1907.64
2,22.1,41.0,56.5,389.25,9,2,1248.65
3,34.4,65.4,86.8,437.85,9,2,2985.9199999999996
4,33.5,211.4,65.9,184.5,9,2,2207.65
5,33.4,218.3,94.1,481.05,9,2,3142.9399999999996
6,31.7,57.9,86.3,369.86,9,2,2735.71
7,34.6,178.9,62.6,398.02,9,2,2165.96
8,30.4,184.0,63.3,246.02,9,2,1924.32
9,24.3,366.9,56.6,176.24,9,2,1375.38
10,23.7,260.0,84.2,470.98,9,2,1995.54
11,24.3,125.1,66.1,136.82,9,2,1606.23
12,28.0,349.4,89.7,414.88,9,2,2511.6
15,33.7,290.0,73.8,81.72,9,2,2086.13
17,36.5,33.1,71.1,146.5,9,2,2595.1499999999996
18,37.7,308.9,78.2,420.97,9,2,2948.1400000000003
19,28.1,159.0,67.5,229.14,9,2,1896.75
21,36.7,274.4,51.3,322.8,9,2,1882.71
23,30.4,287.6,59.5,134.17,9,2,1808.8
24,22.1,302.4,80.5,482.57,9,2,1779.0500000000002
0,24.1,108.1,53.3,230.79,9,1,1284.53
1,29.4,147.4,76.6,201.9,9,1,2086.13
2,25.7,30.7,89.8,150.04,9,1,2307.8599999999997
4,32.3,107.9,77.7,473.42,9,1,2509.71
5,29.7,261.3,90.5,261.17,9,1,2687.85
6,34.1,53.8,83.5,357.32,9,1,2847.35
7,20.7,164.5,72.7,161.41,9,1,1504.89
8,34.9,203.0,74.0,435.9,9,1,2582.6
9,32.8,68.7,73.8,130.04,9,1,2086.13
10,34.4,166.7,53.3,335.93,9,1,1833.5199999999998
11,32.3,374.9,62.4,453.24,9,1,2015.5199999999998
12,32.6,219.2,86.8,378.91,9,1,2829.68
13,31.9,280.4,64.8,194.22,9,1,2067.12
14,37.8,97.3,92.4,342.33,9,1,3492.72
15,29.7,182.2,62.3,259.47,9,1,1850.31
16,36.7,32.4,53.7,158.27,9,1,1970.7900000000002
18,30.3,61.0,54.6,94.61,9,1,1654.38
21,31.8,270.1,82.0,435.04,9,1,2607.6
22,32.2,283.6,61.3,318.16,9,1,1973.8600000000001
23,30.2,372.5,94.7,110.16,9,1,2859.94
24,27.2,102.1,83.0,79.33,9,1,2257.6
25,33.0,203.7,73.5,147.53,9,1,2425.5
19,33.7,210.0,60.0,276.54,9,0,2022.0000000000002
2,29.7,284.6,65.2,449.7,9,0,1936.44
3,28.8,48.3,51.1,149.93,9,0,1471.68
4,21.7,171.8,55.4,399.17,9,0,1202.1799999999998
5,30.4,22.8,87.4,346.97,9,0,2656.96
6,24.2,69.0,88.1,430.17,9,0,2132.02
7,34.6,262.9,63.3,470.43,9,0,2190.18
8,29.4,338.9,65.6,454.08,9,0,2086.13
10,28.7,299.9,78.8,408.78,9,0,2261.56
13,34.3,396.6,70.0,453.53,9,0,2401.0
14,25.7,97.4,88.9,454.29,9,0,2284.73
16,22.7,300.0,75.6,238.55,9,0,1716.12
17,25.7,83.9,73.7,476.65,9,0,1894.09
21,24.3,194.2,79.5,326.41,9,0,1931.8500000000001
22,20.6,240.4,82.2,360.33,9,0,1693.3200000000002
23,35.2,270.5,86.8,452.57,9,0,3055.36
24,32.0,40.2,61.4,315.01,9,0,1964.8
25,24.1,84.9,68.1,329.97,9,0,1641.21
0,32.5,39.5,71.0,273.33,9,6,2307.5
1,33.7,264.6,68.0,443.26,9,6,2291.6000000000004
2,22.5,273.8,80.2,427.59,9,6,1804.5
3,28.8,302.3,84.0,475.1,9,6,2419.2000000000003
4,22.3,33.2,57.6,133.26,9,6,1284.48
5,27.1,58.1,59.6,242.72,9,6,1615.16
7,29.4,353.0,54.4,185.21,9,6,1599.36
8,24.4,363.9,56.8,116.03,9,6,1385.9199999999998
9,29.4,122.1,54.3,306.35,9,6,1596.4199999999998
10,33.3,64.0,50.1,102.04,9,6,1668.33
11,25.4,280.5,54.0,428.15,9,6,1371.6
12,36.6,254.6,90.4,345.3,9,6,3308.6400000000003
13,30.4,336.1,51.5,237.81,9,6,1565.6
15,32.8,228.3,71.8,177.47,9,6,2355.0399999999995
16,20.2,22.5,50.9,169.77,9,6,1028.1799999999998
17,24.0,59.0,59.1,177.06,9,6,1418.4
18,25.9,20.4,82.1,366.32,9,6,2126.39
20,30.9,7.5,68.5,295.38,9,6,2116.65
21,24.5,110.0,73.8,348.26,9,6,2086.13
22,34.3,14.6,94.7,80.59,9,6,3248.21
23,32.0,174.4,71.9,119.35,9,6,2300.8
24,24.7,301.2,94.9,280.27,9,6,2344.03
25,36.8,107.7,74.5,102.1,9,6,2741.6
1,25.9,142.5,91.6,421.51,10,5,2372.4399999999996
3,38.0,343.1,88.8,378.8,10,5,3374.4
4,31.9,41.7,83.8,109.84,10,5,2673.22
6,27.0,149.1,64.5,99.2,10,5,1741.5
7,30.3,70.1,82.6,320.09,10,5,2502.7799999999997
8,37.1,225.4,73.8,261.38,10,5,2086.13
9,37.7,362.6,54.7,402.48,10,5,2062.19
10,20.1,223.8,81.3,232.08,10,5,1634.13
12,36.8,18.9,84.3,140.41,10,5,3102.24
13,24.2,249.4,57.9,129.96,10,5,1401.1799999999998
14,26.5,74.3,81.9,163.89,10,5,2170.3500000000004
15,29.4,101.8,71.5,348.35,10,5,2102.1
16,23.1,153.8,58.9,461.55,10,5,1360.5900000000001
19,21.9,171.8,65.7,223.07,10,5,1438.83
18,34.9,84.6,67.1,156.29,10,5,2341.7899999999995
21,22.3,337.6,92.8,342.92,10,5,2069.44
22,24.6,35.3,90.0,176.24,10,5,2214.0
23,36.0,131.2,93.4,419.15,10,5,3362.4
24,34.8,171.9,77.4,256.38,10,5,2693.52
25,37.0,371.0,64.3,466.08,10,5,2379.1
1,23.4,317.5,76.7,458.76,10,4,1794.78
2,35.2,41.7,83.8,241.8,10,4,2949.76
3,29.2,1.2,68.0,411.94,10,4,1985.6
19,27.4,16.3,72.4,128.35,10,4,1983.76
5,25.6,291.9,63.4,344.17,10,4,1623.04
6,32.2,277.4,91.9,261.13,10,4,2959.1800000000003
7,25.4,307.8,85.4,390.54,10,4,2169.16
8,23.0,8.2,85.5,478.94,10,4,1966.5
10,29.4,4.2,78.3,222.26,10,4,2086.13
12,30.1,214.7,62.6,143.84,10,4,1884.2600000000002
13,29.9,123.8,73.8,239.5,10,4,2086.13
14,27.8,171.8,59.0,191.94,10,4,1640.2
16,36.5,270.8,92.7,257.13,10,4,3383.55
18,22.2,26.5,60.4,334.88,10,4,1340.8799999999999
20,32.3,220.9,53.9,258.82,10,4,1740.9699999999998
21,31.0,270.3,84.4,164.43,10,4,2616.4
22,35.7,191.1,73.8,287.32,10,4,2086.13
23,31.1,54.5,70.9,351.89,10,4,2204.9900000000002
24,32.0,386.3,70.1,386.53,10,4,2243.2
25,29.0,332.8,89.3,211.92,10,4,2589.7
0,29.8,145.4,79.6,84.93,10,3,2372.08
3,34.4,254.7,56.3,327.86,10,3,1936.7199999999998
5,37.8,123.8,88.7,387.21,10,3,3352.8599999999997
6,35.1,77.9,54.1,164.08,10,3,1898.91
11,31.1,39.5,78.7,355.5,10,3,2447.57
13,37.2,234.7,80.8,125.13,10,3,3005.76
14,29.4,226.2,61.1,403.08,10,3,2086.13
15,25.7,241.1,78.7,119.24,10,3,2022.59
18,31.9,225.2,63.0,359.05,10,3,2009.6999999999998
20,35.0,230.3,56.4,445.94,10,3,1974.0
21,25.2,292.9,65.0,346.49,10,3,1638.0
23,27.1,157.5,53.5,353.11,10,3,1449.8500000000001
24,20.6,1.3,68.1,412.12,10,3,1402.86
25,25.5,10.5,57.6,444.14,10,3,1468.8
0,20.1,156.6,77.3,405.37,10,2,1553.73
1,28.4,215.4,76.4,401.31,10,2,2169.76
4,22.4,313.1,76.3,256.44,10,2,1709.12
5,30.3,396.6,84.6,334.62,10,2,2563.38
6,20.1,31.2,93.6,472.01,10,2,1881.3600000000001
7,35.8,113.1,80.4,401.65,10,2,2878.32
8,37.5,337.7,82.4,364.74,10,2,3090.0
10,29.0,132.6,87.2,430.19,10,2,2528.8
11,30.0,236.0,79.2,464.03,10,2,2376.0
12,26.0,35.2,89.5,223.89,10,2,2327.0
13,35.0,212.5,70.4,404.41,10,2,2464.0
15,34.8,18.0,77.0,436.55,10,2,2679.6
17,31.0,109.6,74.3,151.54,10,2,2303.2999999999997
18,22.5,142.4,78.7,172.43,10,2,1770.75
20,36.6,177.2,75.9,213.55,10,2,2777.9400000000005
21,34.7,50.5,73.8,427.69,10,2,2086.13
22,25.5,321.7,89.3,102.43,10,2,2277.15
23,27.6,46.5,78.9,258.13,10,2,2177.6400000000003
24,27.7,192.3,85.7,350.13,10,2,2373.89
25,32.6,357.9,78.8,371.9,10,2,2568.88
1,28.0,111.1,62.6,257.51,10,1,1752.8
2,31.8,81.8,78.5,146.91,10,1,2496.3
3,20.0,181.5,90.5,162.74,10,1,1810.0
4,31.8,186.3,56.9,451.97,10,1,1809.42
19,30.9,18.5,79.7,425.69,10,1,2462.73
6,24.0,160.8,74.2,144.76,10,1,1780.8000000000002
8,32.3,226.3,68.7,312.11,10,1,2219.0099999999998
9,23.2,23.2,73.8,219.18,10,1,2086.13
10,23.6,73.6,73.8,368.38,10,1,2086.13
11,34.1,172.0,67.6,204.4,10,1,2305.16
12,29.2,262.2,73.8,98.09,10,1,2086.13
13,28.8,154.9,78.2,310.77,10,1,2252.1600000000003
14,31.6,369.3,76.3,316.76,10,1,2411.08
15,27.6,165.0,56.5,177.43,10,1,1559.4
16,21.5,41.9,77.9,118.25,10,1,1674.8500000000001
19,28.7,70.4,81.1,184.01,10,1,2327.5699999999997
18,31.4,31.8,74.1,234.32,10,1,2326.74
24,27.7,67.6,73.8,360.47,10,1,2086.13
25,26.8,17.4,75.1,155.0,10,1,2012.6799999999998
0,36.4,81.3,57.3,479.27,11,0,2085.72
19,35.3,171.8,77.2,374.02,11,0,2725.16
2,30.8,376.8,78.9,300.46,11,0,2430.1200000000003
4,22.4,171.8,69.3,453.38,11,0,1552.32
6,32.2,63.7,83.8,140.03,11,0,2698.36
7,31.8,36.2,78.6,273.14,11,0,2499.48
8,34.2,372.2,58.3,118.25,11,0,1993.8600000000001
9,23.9,140.1,66.0,290.83,11,0,1577.3999999999999
10,25.4,44.6,52.2,198.22,11,0,1325.88
11,37.3,316.3,66.9,354.47,11,0,2495.37
12,31.0,45.0,71.2,260.45,11,0,2207.2000000000003
13,24.1,180.2,76.6,164.99,11,0,1846.06
14,23.4,346.0,60.8,344.28,11,0,1422.7199999999998
15,28.0,171.8,66.3,367.81,11,0,1856.3999999999999
17,31.4,390.3,73.8,293.75,11,0,2086.13
18,23.5,223.9,57.5,392.62,11,0,1351.25
20,31.3,245.7,84.6,356.65,11,0,2647.98
21,32.8,16.7,79.0,78.0,11,0,2591.2
22,24.7,16.2,92.9,380.64,11,0,2294.63
23,32.9,228.0,87.1,297.51,11,0,2865.5899999999997
24,22.6,356.5,87.8,370.01,11,0,1984.28
25,36.2,106.4,79.7,99.98,11,0,2885.1400000000003
0,29.2,377.2,65.3,326.31,11,6,1906.7599999999998
1,34.6,377.5,63.4,366.72,11,6,2193.64
